@relation puma8NH-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute theta1 numeric
@attribute theta2 numeric
@attribute theta3 numeric
@attribute thetad1 numeric
@attribute thetad2 numeric
@attribute thetad3 numeric
@attribute tau1 numeric
@attribute tau2 numeric
@attribute thetadd3 numeric

@data
0.948965,0.378542,0.001856,0.451643,0.497233,0.425038,0.236077,0.643639,0.48598
0.521577,0.110247,0.291396,0.815965,0.066011,0.90411,0.701825,0.148118,0.275445
0.965011,0.029529,0.736089,0.321182,0.037821,0.245186,0.957855,0.071335,0.379685
0.232665,0.952934,0.231239,0.94842,0.026762,0.424403,0.566205,0.888662,0.488567
0.209167,0.056875,0.977372,0.782644,0.102167,0.410511,0.113896,0.229826,0.354858
0.225366,0.290426,0.184526,0.982534,0.329072,0.928808,0.726259,0.805689,0.214046
0.595211,0.533471,0.839808,0.191603,0.415052,0.592714,0.91086,0.261004,0.895849
0.801617,0.19421,0.365089,0.122858,0.122882,0.456931,0.169648,0.223924,0.181549
0.165617,0.200801,0.05207,0.225304,0.764381,0.13675,0.769032,0.649013,0.46166
0.521178,0.403967,0.982416,0.548087,0.26422,0.265062,0.94756,0.051931,0.86099
0.562446,0.925433,0.382004,0.360576,0.067298,0.52376,0.186988,0.646741,0.790852
0.156304,0.696995,0.03567,0.640012,0.10607,0.977967,0.818541,0.717934,0.451073
0.06867,0.01318,0.17963,0.725326,0.844468,0.779525,0.132035,0.088109,0.233327
0.838357,0.604469,0.168111,0.15684,0.197736,0.175165,0.299399,0.854883,0.346103
0.563502,0.662793,0.652037,0.928772,0.846754,0.19907,0.002487,0.859298,0.768621
0.980381,0.323792,0.540416,0.283031,0.898487,0.421589,0.275295,0.75148,0.398088
0.556701,0.369522,0.513687,0.135175,0.118396,0.095057,0.132378,0.854661,0.543971
0.711572,0.978084,0.59741,0.995725,0.007949,0.319656,0.369818,0.339887,0.693528
0.064345,0.326993,0.282956,0.990525,0.616782,0.125091,0.839982,0.048542,0.371068
0.487749,0.630239,0.9554,0.583689,0.57809,0.02192,0.129876,0.812611,0.863798
0.010127,0.202555,0.505516,0.828832,0.297929,0.652158,0.819182,0.483892,0.347923
0.323387,0.528887,0.863996,0.64248,0.582547,0.904638,0.582244,0.445622,0.821906
0.422334,0.338035,0.733551,0.671682,0.333702,0.732544,0.658031,0.125153,0.448526
0.204351,0.125344,0.837002,0.040367,0.832916,0.676707,0.348393,0.26369,0.440001
0.226526,0.777105,0.389466,0.759452,0.352445,0.648419,0.001288,0.714284,0.820759
0.98704,0.215039,0.151465,0.448926,0.826038,0.112322,0.264063,0.986603,0.514142
0.992116,0.517473,0.174988,0.716522,0.885732,0.1116,0.130297,0.877517,0.519601
0.695291,0.372013,0.343508,0.492245,0.819103,0.590682,0.76752,0.243372,0.436557
0.720771,0.576596,0.081495,0.687312,0.998485,0.630841,0.611613,0.023882,0.452311
0.446576,0.718205,0.225581,0.868951,0.527714,0.584789,0.738927,0.697134,0.433414
0.049561,0.879623,0.065208,0.994841,0.148796,0.885952,0.571475,0.447536,0.386783
0.70416,0.414542,0.575045,0.185339,0.148018,0.80165,0.934979,0.602207,0.737305
0.006551,0.104415,0.353358,0.008044,0.626991,0.657449,0.7441,0.639578,0.315526
0.713018,0.275068,0.262895,0.877657,0.824192,0.100175,0.147784,0.785262,0.402195
0.62302,0.869785,0.835502,0.840739,0.411797,0.902494,0.555728,0.805475,0.49831
0.03271,0.70733,0.59612,0.32576,0.971197,0.124161,0.207737,0.364393,0.721861
0.501529,0.21553,0.404624,0.466507,0.28388,0.601417,0.167858,0.141372,0.291834
0.592191,0.785455,0.62162,0.825167,0.710708,0.305806,0.617308,0.737955,0.904981
0.003996,0.163693,0.865083,0.910159,0.038305,0.376774,0.193553,0.978837,0.478176
0.322456,0.885249,0.530733,0.565281,0.217297,0.858483,0.976607,0.232437,0.769101
0.947354,0.297284,0.370505,0.135488,0.378212,0.59181,0.711605,0.510359,0.22954
0.990007,0.089739,0.884133,0.01703,0.634338,0.108256,0.931395,0.377503,0.787441
0.513157,0.619548,0.399419,0.00757,0.655262,0.686434,0.808654,0.540087,0.58448
0.130306,0.805951,0.823665,0.940939,0.303167,0.663477,0.042647,0.800614,0.825819
0.992056,0.516581,0.201881,0.618673,0.496202,0.107909,0.096833,0.482613,0.410119
0.639524,0.215865,0.020393,0.932584,0.905415,0.838218,0.430143,0.181366,0.316848
0.292876,0.794625,0.620572,0.200907,0.765604,0.680815,0.38522,0.195929,0.831879
0.285582,0.212549,0.335359,0.546104,0.946084,0.171817,0.037137,0.214138,0.150732
0.478813,0.461953,0.775342,0.932712,0.05902,0.432063,0.281621,0.073602,0.769423
0.074417,0.586229,0.852782,0.215102,0.319726,0.902894,0.269348,0.813977,0.8778
0.494232,0.589727,0.590252,0.706648,0.955797,0.376255,0.474746,0.805143,0.796257
0.531655,0.470421,0.988723,0.526375,0.39338,0.453104,0.858256,0.177389,0.87732
0.808733,0.770706,0.9305,0.154603,0.615125,0.298103,0.183473,0.567726,0.832524
0.559681,0.461378,0.131316,0.860946,0.001625,0.062643,0.443137,0.557602,0.558967
0.354527,0.834244,0.963259,0.634407,0.907063,0.533741,0.909492,0.270905,0.580858
0.862201,0.304212,0.711248,0.900009,0.459018,0.329888,0.30621,0.329237,0.218727
0.507564,0.622233,0.49868,0.960314,0.923142,0.688089,0.629518,0.939477,0.871278
0.220422,0.204597,0.794265,0.897806,0.445437,0.143805,0.32053,0.997146,0.217751
0.904908,0.000513,0.444643,0.929462,0.429352,0.864117,0.65515,0.708513,0.404195
0.40857,0.032262,0.627025,0.636515,0.340104,0.294195,0.512446,0.381997,0.315126
0.989358,0.185623,0.15067,0.079018,0.375512,0.228776,0.198543,0.854468,0.557756
0.041478,0.050495,0.840752,0.060807,0.326533,0.280266,0.437337,0.077582,0.254606
0.639546,0.590572,0.788325,0.091118,0.727677,0.422789,0.437617,0.795917,0.909428
0.876186,0.319943,0.884709,0.705404,0.051345,0.470291,0.681593,0.137256,0.843157
0.110134,0.812955,0.445024,0.338208,0.17247,0.661087,0.864637,0.41446,0.862938
0.26109,0.638289,0.140268,0.297477,0.664891,0.465058,0.7443,0.998314,0.593136
0.2101,0.736819,0.834412,0.529948,0.445759,0.556103,0.699483,0.790409,0.884811
0.041367,0.190598,0.701533,0.655595,0.995017,0.351401,0.816089,0.501214,0.329953
0.570484,0.992982,0.792933,0.522244,0.961582,0.572561,0.26256,0.727473,0.764929
0.797644,0.427113,0.681468,0.493691,0.117883,0.459163,0.680839,0.45105,0.612777
0.923804,0.543545,0.026455,0.79913,0.158112,0.413645,0.779698,0.916182,0.392474
0.189948,0.090347,0.104305,0.978514,0.779342,0.518548,0.609675,0.456637,0.489876
0.837568,0.347251,0.492678,0.102016,0.867308,0.546678,0.30431,0.402798,0.771106
0.016724,0.054946,0.579883,0.477841,0.759017,0.016347,0.479298,0.29885,0.136742
0.152789,0.636073,0.929087,0.414605,0.043756,0.961393,0.30961,0.46131,0.800634
0.882587,0.895796,0.667142,0.760311,0.777368,0.34031,0.43746,0.14828,0.895724
0.552424,0.491052,0.473629,0.004115,0.592123,0.806158,0.683368,0.948582,0.271839
0.675663,0.526436,0.701034,0.278026,0.789624,0.279984,0.70727,0.663903,0.896718
0.577266,0.966248,0.823389,0.304702,0.079702,0.938365,0.33616,0.67726,0.773655
0.293801,0.342261,0.695116,0.823723,0.455999,0.59892,0.20812,0.78332,0.574518
0.250126,0.377921,0.567513,0.616382,0.990791,0.34719,0.046159,0.841217,0.218022
0.959822,0.823408,0.991875,0.498472,0.46866,0.338699,0.373598,0.873189,0.666224
0.481359,0.245906,0.53484,0.590127,0.765347,0.376427,0.364034,0.136423,0.252017
0.76839,0.810091,0.355685,0.110496,0.380168,0.459197,0.255151,0.220053,0.89553
0.489105,0.425232,0.100822,0.445549,0.080043,0.672617,0.626629,0.385122,0.464066
0.605474,0.001132,0.848798,0.266521,0.431676,0.9208,0.17539,0.730371,0.476996
0.578269,0.8174,0.096412,0.348137,0.024736,0.387838,0.118602,0.322153,0.456758
0.844514,0.073835,0.805502,0.727035,0.568254,0.745757,0.693654,0.824769,0.669142
0.638985,0.159913,0.382726,0.503021,0.92047,0.802268,0.31772,0.76196,0.273988
0.014014,0.511211,0.019242,0.603534,0.083676,0.705812,0.439828,0.952251,0.337627
0.884857,0.03308,0.361007,0.540189,0.539365,0.350359,0.304104,0.939592,0.213184
0.821074,0.169012,0.184612,0.437193,0.652457,0.5568,0.402217,0.850416,0.452935
0.999687,0.767468,0.541635,0.766681,0.832175,0.229099,0.626336,0.467382,0.865825
0.845736,0.603201,0.869165,0.511793,0.338082,0.315014,0.368379,0.158166,0.852728
0.757472,0.336012,0.752179,0.697043,0.540479,0.055435,0.327759,0.482426,0.266856
0.866797,0.541984,0.804832,0.46373,0.618151,0.124247,0.649545,0.518828,0.911296
0.520089,0.101116,0.9472,0.786914,0.862922,0.860789,0.71671,0.312257,0.309664
0.687669,0.287881,0.443349,0.181531,0.144345,0.083913,0.879121,0.838585,0.301782
0.430309,0.349145,0.305213,0.982579,0.091513,0.392344,0.841595,0.170627,0.335778
0.292753,0.725279,0.029273,0.153714,0.670697,0.023137,0.576363,0.599475,0.45856
0.502498,0.49878,0.24511,0.029873,0.477505,0.952996,0.199627,0.06491,0.501725
0.528946,0.956309,0.904089,0.351368,0.333008,0.068087,0.922433,0.753514,0.303928
0.636997,0.755989,0.768515,0.20088,0.306976,0.671033,0.003008,0.63668,0.867092
0.35724,0.429986,0.934699,0.728073,0.018846,0.418825,0.837955,0.994004,0.881506
0.411327,0.359443,0.254745,0.933214,0.494746,0.647821,0.944544,0.366448,0.368473
0.656796,0.472153,0.077002,0.180441,0.829031,0.406019,0.63595,0.040211,0.383704
0.772682,0.937126,0.747518,0.37647,0.16845,0.116435,0.373968,0.08702,0.50832
0.981333,0.309665,0.285681,0.779218,0.522394,0.199372,0.083627,0.532048,0.218159
0.507404,0.930924,0.601055,0.245101,0.473447,0.773019,0.813674,0.9196,0.761712
0.082785,0.217257,0.397901,0.489566,0.803231,0.910136,0.96322,0.241572,0.149309
0.070155,0.960593,0.852533,0.023836,0.019496,0.340214,0.822873,0.508037,0.700951
0.263438,0.082629,0.487972,0.03163,0.991474,0.817396,0.540038,0.111162,0.144933
0.350399,0.46746,0.264623,0.921677,0.606669,0.208703,0.885289,0.510543,0.289287
0.103508,0.468181,0.379145,0.316189,0.129604,0.417142,0.554204,0.186674,0.446165
0.624565,0.823178,0.134594,0.941156,0.964229,0.042235,0.499386,0.903641,0.70034
0.236488,0.191755,0.130095,0.347734,0.249762,0.333843,0.770575,0.579797,0.550818
0.322635,0.891237,0.090469,0.479843,0.394616,0.229996,0.696717,0.316826,0.468683
0.76872,0.362314,0.470261,0.418463,0.889405,0.831184,0.229075,0.964053,0.290933
0.801187,0.969859,0.466757,0.536081,0.501801,0.185067,0.683055,0.704284,0.880971
0.476181,0.241588,0.015368,0.49905,0.181566,0.49454,0.159147,0.747241,0.410407
0.88207,0.197381,0.620129,0.763068,0.118471,0.339943,0.26989,0.926012,0.057154
0.719688,0.372654,0.10548,0.710128,0.430729,0.011046,0.397368,0.363635,0.547725
0.693547,0.073343,0.53059,0.165889,0.282991,0.668011,0.229682,0.182153,0.324746
0.882729,0.279037,0.920552,0.006852,0.599899,0.45443,0.150583,0.809427,0.662212
0.777747,0.05757,0.644287,0.714943,0.357378,0.545744,0.619442,0.600851,0.065089
0.618256,0.801364,0.787031,0.343102,0.417294,0.263762,0.112613,0.672298,0.759511
0.491718,0.329735,0.336313,0.583356,0.97391,0.705772,0.781997,0.543395,0.211458
0.401273,0.404586,0.375037,0.286929,0.394468,0.737771,0.488075,0.80206,0.377316
0.253841,0.815755,0.469103,0.957613,0.524525,0.993541,0.525399,0.073921,0.680888
0.017497,0.047449,0.672771,0.339572,0.090937,0.710684,0.31076,0.784048,0.128773
0.214395,0.914091,0.909557,0.248407,0.015928,0.382429,0.222496,0.401498,0.819036
0.898017,0.190205,0.1022,0.598014,0.320338,0.184186,0.883203,0.458417,0.341015
0.263805,0.259667,0.63499,0.487373,0.938878,0.09727,0.326165,0.698257,0.152925
0.269131,0.751854,0.335662,0.64043,0.128301,0.521381,0.205066,0.466057,0.85242
0.3205,0.017785,0.510186,0.303935,0.198831,0.574296,0.406314,0.69604,0.193948
0.052817,0.593233,0.480685,0.578054,0.87527,0.331922,0.484724,0.477713,0.865472
0.605879,0.804623,0.519558,0.791545,0.675365,0.457131,0.536223,0.992859,0.760449
0.335641,0.450345,0.834583,0.398034,0.572865,0.216052,0.378715,0.868848,0.891533
0.110983,0.087402,0.635273,0.244092,0.501785,0.922548,0.537955,0.100773,0.118588
0.0323,0.817065,0.464338,0.888942,0.477614,0.782915,0.102171,0.190158,0.627532
0.764944,0.905905,0.429428,0.26206,0.468992,0.916113,0.41064,0.405071,0.751558
0.44429,0.304064,0.219237,0.268204,0.724505,0.127851,0.217814,0.724381,0.382409
0.42296,0.862965,0.305612,0.68431,0.557319,0.007705,0.242787,0.419905,0.75946
0.422902,0.8833,0.8,0.276855,0.10963,0.803355,0.588735,0.515998,0.677823
0.685334,0.049957,0.796427,0.230551,0.948666,0.556206,0.42967,0.243748,0.227871
0.595795,0.354171,0.717858,0.974181,0.946743,0.23285,0.656222,0.727298,0.540945
0.791788,0.004686,0.524473,0.376536,0.277947,0.91341,0.984468,0.329765,0.152745
0.486739,0.670309,0.885422,0.693554,0.900098,0.501043,0.442259,0.812024,0.783786
0.65093,0.90167,0.307493,0.29537,0.260436,0.684426,0.058125,0.930267,0.780655
0.256475,0.069265,0.050549,0.673464,0.274314,0.878728,0.179047,0.197703,0.4057
0.42634,0.664069,0.085207,0.052223,0.070691,0.533109,0.293341,0.048912,0.403497
0.360237,0.78832,0.730991,0.658041,0.096917,0.193332,0.578127,0.248797,0.715177
0.024292,0.234017,0.871844,0.521807,0.628494,0.92664,0.299877,0.899898,0.355649
0.740563,0.178507,0.648509,0.652037,0.190696,0.89022,0.286864,0.187733,0.50188
0.924341,0.576187,0.207768,0.54719,0.20028,0.934374,0.269557,0.33081,0.41915
0.346715,0.56472,0.630157,0.269213,0.673887,0.621881,0.040768,0.224695,0.820535
0.091638,0.990412,0.628049,0.84395,0.371862,0.913518,0.79041,0.937565,0.873144
0.597784,0.769447,0.776631,0.587836,0.278908,0.067041,0.346849,0.315669,0.852539
0.50972,0.853049,0.775998,0.945166,0.354647,0.658539,0.04764,0.722413,0.678767
0.587654,0.536411,0.222905,0.904186,0.657371,0.127556,0.263818,0.882968,0.672971
0.456821,0.883165,0.539953,0.504408,0.227589,0.780706,0.991905,0.328606,0.727823
0.705166,0.335928,0.34751,0.741747,0.808984,0.574993,0.124419,0.096145,0.308575
0.325609,0.873367,0.995471,0.930629,0.048083,0.661428,0.608219,0.97191,0.503678
0.093467,0.731076,0.381462,0.253521,0.961903,0.969134,0.382085,0.509643,0.668476
0.101655,0.323203,0.645111,0.559854,0.019887,0.91682,0.289302,0.171428,0.612605
0.703131,0.135085,0.420984,0.376093,0.837996,0.041122,0.807337,0.416468,0.211066
0.879347,0.446767,0.752023,0.08531,0.117382,0.048207,0.861458,0.989858,0.873151
0.481108,0.030165,0.415225,0.606197,0.834258,0.229946,0.844808,0.165484,0.186697
0.279148,0.089596,0.484632,0.898949,0.643451,0.23353,0.086179,0.43225,0.193652
0.601703,0.62662,0.166954,0.719424,0.657222,0.619903,0.794226,0.069879,0.397752
0.581636,0.403885,0.609216,0.374678,0.065991,0.558113,0.468504,0.881799,0.090464
0.529911,0.173278,0.825606,0.54309,0.294165,0.420026,0.017447,0.289901,0.279863
0.432597,0.800153,0.459954,0.217449,0.761134,0.584626,0.003541,0.582468,0.784644
0.053274,0.285773,0.050239,0.472994,0.307934,0.765429,0.256691,0.089303,0.431074
0.438531,0.520917,0.022769,0.860741,0.552901,0.779506,0.823399,0.369333,0.37165
0.93375,0.687795,0.534392,0.064311,0.211955,0.099008,0.525034,0.95598,0.842955
0.644926,0.004094,0.586592,0.219288,0.662352,0.810478,0.277442,0.830893,0.179635
0.859724,0.680306,0.772683,0.240486,0.913115,0.219452,0.507937,0.607914,0.89918
0.824836,0.390667,0.621157,0.030294,0.545956,0.095446,0.68002,0.683569,0.363735
0.147524,0.158806,0.785621,0.648556,0.686094,0.727127,0.620082,0.345189,0.460739
0.344488,0.132617,0.985539,0.024328,0.289069,0.797995,0.518397,0.410413,0.747108
0.941209,0.028209,0.571372,0.465209,0.47401,0.221769,0.437586,0.269811,0.198436
0.768762,0.052482,0.207729,0.897611,0.169242,0.425734,0.932685,0.051753,0.165624
0.207245,0.755963,0.325754,0.160503,0.758868,0.502244,0.622552,0.867224,0.670386
0.690597,0.493458,0.880477,0.582111,0.065543,0.030791,0.186149,0.550563,0.508354
0.14777,0.2847,0.035101,0.083783,0.441471,0.500568,0.458495,0.667398,0.572465
0.988327,0.854356,0.7205,0.380044,0.229622,0.936486,0.759994,0.764149,0.701499
0.259613,0.810489,0.027258,0.287242,0.670786,0.516065,0.883313,0.292207,0.505567
0.006064,0.920966,0.367535,0.233409,0.973584,0.227848,0.590236,0.755112,0.673508
0.576275,0.311252,0.936394,0.201482,0.433668,0.388132,0.063479,0.922178,0.538404
0.110989,0.181799,0.928753,0.799487,0.153078,0.833279,0.434064,0.082485,0.590348
0.143444,0.593265,0.008084,0.093391,0.918393,0.892254,0.463757,0.107845,0.459874
0.84493,0.065688,0.982405,0.364901,0.753962,0.078071,0.699862,0.167528,0.114097
0.69089,0.418675,0.978254,0.612267,0.849483,0.043106,0.143369,0.574354,0.889605
0.758073,0.435902,0.294623,0.031193,0.656006,0.183828,0.87335,0.854048,0.499087
0.367026,0.878353,0.726786,0.004601,0.771637,0.053029,0.895287,0.539784,0.913019
0.254574,0.131302,0.882561,0.606932,0.184283,0.148067,0.933368,0.53998,0.27381
0.957999,0.182356,0.289648,0.43786,0.856282,0.293534,0.400758,0.318825,0.190885
0.449279,0.149801,0.559665,0.74186,0.70898,0.266847,0.939733,0.506046,0.169813
0.998295,0.366724,0.526587,0.900413,0.246017,0.425932,0.264037,0.558282,0.609281
0.386997,0.492487,0.557559,0.345769,0.226695,0.766817,0.582173,0.235439,0.830685
0.483137,0.125293,0.976347,0.566779,0.404304,0.00429,0.869782,0.884162,0.305487
0.105703,0.357702,0.006561,0.513584,0.443813,0.85629,0.116862,0.079272,0.62522
0.204149,0.74382,0.41253,0.312513,0.351273,0.970451,0.515211,0.873795,0.844309
0.966725,0.824124,0.017695,0.59528,0.362321,0.590103,0.043359,0.777843,0.513049
0.806431,0.093354,0.596722,0.437087,0.87425,0.198209,0.53894,0.660657,0.322647
0.92313,0.223594,0.820576,0.018879,0.705356,0.388741,0.284695,0.747311,0.289856
0.760684,0.31419,0.273088,0.157985,0.447574,0.045012,0.172286,0.553908,0.260132
0.152535,0.364377,0.103377,0.386249,0.516236,0.725753,0.545946,0.403618,0.48588
0.309849,0.027671,0.537756,0.578642,0.764131,0.93116,0.255494,0.972241,0.251549
0.381902,0.879526,0.433089,0.789104,0.658995,0.400861,0.964129,0.509238,0.878718
0.368594,0.241127,0.265276,0.889,0.455285,0.61492,0.074624,0.223294,0.397115
0.445914,0.597136,0.027027,0.419072,0.118842,0.585582,0.055576,0.085079,0.363422
0.80314,0.778679,0.817726,0.140849,0.47173,0.917743,0.801822,0.722187,0.697172
0.667707,0.824891,0.897328,0.756353,0.260763,0.179637,0.447624,0.962857,0.407578
0.08172,0.323912,0.552899,0.041389,0.006393,0.175122,0.575502,0.135501,0.482083
0.79555,0.231205,0.645923,0.200563,0.993407,0.300487,0.235882,0.377663,0.37959
0.295612,0.769688,0.835601,0.504742,0.844895,0.950502,0.288116,0.242625,0.774827
0.280859,0.854842,0.894363,0.91988,0.40575,0.299564,0.731677,0.862532,0.772775
0.173246,0.412173,0.783758,0.344458,0.210191,0.447259,0.649413,0.293634,0.714025
0.18528,0.650876,0.518115,0.547089,0.493658,0.357283,0.661358,0.037838,0.643032
0.907509,0.696351,0.228054,0.425287,0.559828,0.16846,0.622908,0.8467,0.554492
0.641307,0.184307,0.046471,0.141678,0.39633,0.0295,0.501821,0.826374,0.577705
0.126726,0.645205,0.289894,0.566853,0.641727,0.260175,0.826824,0.928678,0.679623
0.776027,0.14274,0.972242,0.583026,0.429801,0.414276,0.395503,0.007998,0.643075
0.046668,0.267874,0.450963,0.127856,0.110981,0.496599,0.770015,0.174541,0.147468
0.488067,0.977307,0.546812,0.760907,0.799329,0.344926,0.00991,0.612346,0.851115
0.040906,0.435281,0.856554,0.583981,0.481245,0.788627,0.086204,0.827013,0.852995
0.540603,0.849183,0.852163,0.803629,0.758752,0.564249,0.577762,0.099177,0.73902
0.837239,0.820687,0.29588,0.157119,0.896052,0.520216,0.640695,0.777162,0.629574
0.472906,0.204002,0.802591,0.812885,0.309924,0.197192,0.437082,0.810621,0.422452
0.635112,0.068194,0.070964,0.728927,0.367214,0.802797,0.209637,0.288335,0.717255
0.287529,0.940468,0.878772,0.943042,0.653714,0.674938,0.630569,0.603805,0.868947
0.220962,0.283944,0.335286,0.320372,0.418323,0.555554,0.464044,0.938915,0.190261
0.38927,0.700037,0.123118,0.100457,0.674204,0.955057,0.835776,0.359422,0.38793
0.841214,0.618167,0.214626,0.779425,0.004664,0.122034,0.472202,0.03601,0.459446
0.708353,0.88061,0.624363,0.910062,0.400777,0.752355,0.557926,0.731938,0.849097
0.271397,0.831923,0.992391,0.162873,0.586266,0.390014,0.678961,0.891921,0.148563
0.809755,0.946594,0.760326,0.594734,0.194528,0.277324,0.013781,0.682491,0.685588
0.252886,0.756876,0.660102,0.464218,0.822715,0.292189,0.798493,0.790575,0.832302
0.033086,0.027756,0.959246,0.208614,0.291405,0.050678,0.375623,0.901731,0.789812
0.246358,0.048334,0.540327,0.781918,0.898418,0.275926,0.5108,0.733204,0.134527
0.536453,0.107692,0.385787,0.932271,0.636096,0.654641,0.546084,0.724444,0.138198
0.567495,0.765373,0.362204,0.645108,0.754177,0.683229,0.951225,0.647176,0.797489
0.427095,0.353696,0.743473,0.411797,0.861065,0.651049,0.192029,0.365814,0.79226
0.829947,0.274421,0.40151,0.129814,0.024643,0.823159,0.374016,0.883372,0.245444
0.593966,0.620158,0.639964,0.073387,0.750773,0.49667,0.960891,0.095909,0.822709
0.965845,0.04462,0.161633,0.307507,0.220264,0.708424,0.339706,0.2649,0.779418
0.303349,0.791205,0.178184,0.424139,0.276765,0.0522,0.961043,0.636422,0.710304
0.626333,0.531847,0.578471,0.74419,0.864983,0.475521,0.57069,0.266676,0.712256
0.307634,0.796616,0.051143,0.650666,0.145821,0.899967,0.081572,0.994677,0.601144
0.052834,0.878454,0.42923,0.945896,0.619753,0.050827,0.88351,0.607435,0.929738
0.936359,0.535708,0.409295,0.953735,0.358411,0.888995,0.700282,0.216739,0.635947
0.947503,0.808017,0.510692,0.809462,0.784089,0.281461,0.527489,0.21209,0.801207
0.300735,0.861129,0.471916,0.234951,0.890637,0.534098,0.903935,0.877549,0.73016
0.864207,0.021531,0.415456,0.482234,0.581454,0.54384,0.615884,0.803764,0.133573
0.292774,0.080999,0.103252,0.285572,0.590079,0.456785,0.722694,0.882277,0.254846
